"weightid","weight","activation.type","dataset","n","response.levels","n.levels","n.predictors","cluster","dataset.cluster","layer"
"h4_w85",-0.044236533343792,"rectifier","acute",120,"no;yes",2,7,2,5,"Hidden4"
"h4_w86",0.159269362688065,"rectifier","acute",120,"no;yes",2,7,2,5,"Hidden4"
"h4_w87",0.497601091861725,"rectifier","acute",120,"no;yes",2,7,2,5,"Hidden4"
"h4_w88",0.355768412351608,"rectifier","acute",120,"no;yes",2,7,2,5,"Hidden4"
"h4_w89",0.527498662471771,"rectifier","acute",120,"no;yes",2,7,2,5,"Hidden4"
"h4_w90",-0.340905398130417,"rectifier","acute",120,"no;yes",2,7,2,5,"Hidden4"
"h4_w91",-0.408501476049423,"rectifier","acute",120,"no;yes",2,7,2,5,"Hidden4"
"h4_w92",-0.373714476823807,"rectifier","acute",120,"no;yes",2,7,2,5,"Hidden4"
"h4_w93",0.536076724529266,"rectifier","acute",120,"no;yes",2,7,2,5,"Hidden4"
"h4_w94",-0.142294555902481,"rectifier","acute",120,"no;yes",2,7,2,5,"Hidden4"
"h4_w95",0.129630386829376,"rectifier","acute",120,"no;yes",2,7,2,5,"Hidden4"
"h4_w96",0.266610831022263,"rectifier","acute",120,"no;yes",2,7,2,5,"Hidden4"
"h4_w97",-0.385360032320023,"rectifier","acute",120,"no;yes",2,7,2,5,"Hidden4"
"h4_w98",0.478391915559769,"rectifier","acute",120,"no;yes",2,7,2,5,"Hidden4"
"h4_w99",-0.295665740966797,"rectifier","acute",120,"no;yes",2,7,2,5,"Hidden4"
"h2_w00",-0.5416179895401,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w01",-0.424401849508286,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w02",-0.0833050161600113,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w03",0.349205493927002,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w04",-0.445735931396484,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w05",0.424793124198914,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w06",0.169539839029312,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w07",0.200303390622139,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w08",0.0854001343250275,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w09",0.374411642551422,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w10",-0.0544107556343079,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w11",-0.321840912103653,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w12",0.083081990480423,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w13",-0.163582220673561,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w14",0.134243413805962,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w15",0.513227045536041,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w16",-0.409485787153244,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w17",0.273484140634537,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w18",-0.0512099675834179,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w19",0.173256739974022,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w20",-0.313475161790848,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w21",-0.463030278682709,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w22",0.193316087126732,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w23",0.153325334191322,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w24",0.0808086171746254,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w25",-0.00545347761362791,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w26",-0.0330231599509716,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w27",-0.436999529600143,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w28",-0.432473301887512,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w29",0.262534588575363,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w30",0.0586724542081356,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w31",0.156819596886635,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w32",0.0275315754115582,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w33",-0.48730081319809,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w34",0.103132374584675,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w35",0.374400973320007,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w36",0.266879498958588,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w37",0.0391233488917351,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w38",-0.461621552705765,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w39",0.462975740432739,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w40",-0.505150973796844,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w41",-0.229414016008377,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w42",0.0364477224647999,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w43",-0.457588195800781,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w44",-0.498438507318497,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w45",-0.152129784226418,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w46",-0.0337525568902493,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w47",0.183893203735352,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w48",-0.178560093045235,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w49",-0.180497363209724,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w50",0.374034523963928,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w51",0.303551405668259,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w52",0.163699939846992,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w53",-0.380125552415848,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w54",0.211405023932457,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w55",-0.127699196338654,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w56",0.128352239727974,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w57",0.166393205523491,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w58",-0.0444897636771202,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w59",0.455234318971634,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w60",-0.524296224117279,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w61",0.38863343000412,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w62",-0.069221094250679,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w63",0.117343470454216,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w64",-0.155306547880173,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w65",-0.45293515920639,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w66",-0.120004899799824,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w67",-0.188111305236816,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w68",-0.362232863903046,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w69",0.125055953860283,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w70",-0.230155363678932,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w71",0.375758737325668,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w72",-0.524627685546875,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w73",0.0203668773174286,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w74",0.370941787958145,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w75",-0.0458809994161129,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w76",-0.530062437057495,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w77",0.0254702810198069,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w78",-0.0756144896149635,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w79",-0.321654558181763,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w80",-0.288655489683151,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w81",-0.109000444412231,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w82",-0.350165337324142,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w83",0.539725303649902,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w84",0.221148312091827,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w85",-0.285228192806244,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w86",0.0776028335094452,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w87",0.338801145553589,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w88",0.343867301940918,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w89",-0.011791861616075,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w90",0.306972682476044,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w91",-0.154008269309998,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w92",0.0739044845104218,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w93",0.532275915145874,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w94",0.445106327533722,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w95",0.518234193325043,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w96",-0.229957327246666,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w97",-0.432358980178833,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w98",0.147306501865387,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h2_w99",0.281671047210693,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden2"
"h3_w00",-0.519176423549652,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w01",-0.306443899869919,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w02",-0.466258943080902,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w03",-0.105700746178627,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w04",0.314290910959244,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w05",0.485777288675308,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w06",-0.0962542816996574,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w07",-0.415223628282547,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w08",-0.525211870670319,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w09",-0.00758693739771843,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w10",-0.0285807549953461,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w11",0.247101098299026,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w12",0.248752996325493,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w13",0.147801950573921,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w14",0.157482519745827,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w15",0.101333029568195,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w16",0.245278611779213,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w17",0.419588387012482,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w18",0.160178735852242,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w19",0.19207589328289,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w20",-0.492765843868256,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w21",-0.501029133796692,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w22",0.450257778167725,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w23",-0.461398661136627,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w24",0.281757026910782,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w25",-0.245378434658051,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w26",-0.430822551250458,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w27",0.0937114208936691,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w28",0.262602299451828,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w29",0.423120647668839,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w30",0.446052968502045,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w31",-0.252138018608093,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w32",0.0559939853847027,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w33",0.0992037877440453,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w34",-0.315735876560211,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w35",-0.124612994492054,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w36",-0.282080441713333,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w37",0.40397509932518,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w38",-0.394656896591187,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w39",0.401555478572845,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w40",-0.336555808782578,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w41",-0.28047102689743,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w42",-0.39560529589653,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w43",0.493393152952194,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w44",-0.126585438847542,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w45",0.208614215254784,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w46",-0.165148705244064,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w47",0.0162229165434837,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w48",0.113297089934349,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w49",-0.337526440620422,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w50",0.499499082565308,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w51",-0.017528148368001,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w52",-0.510858714580536,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w53",0.510829210281372,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w54",0.226465046405792,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w55",0.172541677951813,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w56",-0.352204948663712,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w57",0.0855806320905685,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w58",0.17991179227829,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w59",0.5494784116745,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w60",-0.127292066812515,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w61",-0.24149614572525,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w62",0.234551772475243,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w63",0.22126929461956,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w64",-0.100620403885841,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w65",0.208415195345879,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w66",0.474468141794205,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w67",-0.137080878019333,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w68",0.363969087600708,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w69",0.297065049409866,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w70",-0.44848769903183,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w71",0.360533446073532,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w72",0.42254039645195,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w73",-0.0962779596447945,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w74",0.473802864551544,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w75",-0.227027297019958,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w76",0.19519180059433,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w77",-0.111548893153667,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w78",-0.0700939372181892,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w79",0.493928104639053,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w80",0.0392709150910378,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w81",-0.292501747608185,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w82",-0.502707242965698,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w83",0.111861027777195,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w84",-0.0169105250388384,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w85",0.335809975862503,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w86",-0.218007028102875,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w87",-0.202302351593971,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w88",-0.378113031387329,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w89",-0.238792061805725,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w90",0.336106389760971,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w91",0.411421626806259,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w92",0.178847119212151,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w93",-0.41050198674202,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w94",-0.289608716964722,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w95",0.528201639652252,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w96",0.376406610012054,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w97",0.0793068259954453,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w98",-0.0296147689223289,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h3_w99",0.250583499670029,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden3"
"h4_w00",-0.0752787590026855,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden4"
"h4_w01",0.0401294566690922,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden4"
"h4_w02",0.374544650316238,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden4"
"h4_w03",-0.412478595972061,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden4"
"h4_w04",-0.162171840667725,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden4"
"h4_w05",-0.396753460168839,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden4"
"h4_w06",0.0239460431039333,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden4"
"h4_w07",0.468435704708099,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden4"
"h4_w08",0.21866849064827,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden4"
"h4_w09",0.152015820145607,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden4"
"h4_w10",-0.400615721940994,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden4"
"h4_w11",-0.108425840735435,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden4"
"h4_w12",-0.468318074941635,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden4"
"h4_w13",-0.476551741361618,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden4"
"h4_w14",-0.27675673365593,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden4"
"h4_w15",0.209757119417191,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden4"
"h4_w16",-0.333620667457581,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden4"
"h4_w17",0.161488085985184,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden4"
"h4_w18",-0.334904998540878,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden4"
"h4_w19",0.394569396972656,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden4"
"h4_w20",-0.542791783809662,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden4"
"h4_w21",0.335346251726151,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden4"
"h4_w22",0.107681795954704,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden4"
"h4_w23",-0.103188402950764,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden4"
"h4_w24",-0.353500634431839,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden4"
"h4_w25",0.155803218483925,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden4"
"h4_w26",-0.506436169147491,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden4"
"h4_w27",0.0272553842514753,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden4"
"h4_w28",0.265989303588867,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden4"
"h4_w29",-0.179421439766884,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden4"
"h4_w30",-0.0333688482642174,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden4"
"h4_w31",0.371626853942871,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden4"
"h4_w32",0.226040855050087,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden4"
"h4_w33",-0.46690034866333,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden4"
"h4_w34",-0.178370863199234,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden4"
"h4_w35",-0.144376754760742,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden4"
"h4_w36",0.0996170341968536,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden4"
"h4_w37",0.4888696372509,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden4"
"h4_w38",0.419079780578613,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden4"
"h4_w39",0.189758136868477,"RectifierWithDropout","acute",120,"no;yes",2,7,2,5,"Hidden4"
